religion,industry,column,staff_category,breakdown,value
jews,XIII. Construction of means of transport,32,Clerical staff — clerical,"Palestinian Jews, males",6
jews,XIII. Construction of means of transport,33,Clerical staff — clerical,"Palestinian Jews, females",2
jews,XIII. Construction of means of transport,34,Clerical staff — clerical,"Palestinian others, males",0
jews,XIII. Construction of means of transport,35,Clerical staff — clerical,"Palestinian others, females",0
jews,XIII. Construction of means of transport,36,Clerical staff — clerical,"non-Palestinian, males",9
jews,XIII. Construction of means of transport,37,Clerical staff — clerical,"non-Palestinian, females",0
jews,XIII. Construction of means of transport,38,Operatives under 17 years,"persons, total",1
jews,XIII. Construction of means of transport,39,Operatives under 17 years,"persons, males",1
jews,XIII. Construction of means of transport,40,Operatives under 17 years,"persons, females",0
jews,XIII. Construction of means of transport,41,Operatives under 17 years,"Palestinian Arabs, males",0
jews,XIII. Construction of means of transport,42,Operatives under 17 years,"Palestinian Arabs, females",0
jews,XIII. Construction of means of transport,43,Operatives under 17 years,"Palestinian Jews, males",1
jews,XIII. Construction of means of transport,44,Operatives under 17 years,"Palestinian Jews, females",0
jews,XIII. Construction of means of transport,45,Operatives under 17 years,"Palestinian others, males",0
jews,XIII. Construction of means of transport,46,Operatives under 17 years,"Palestinian others, females",0
jews,XIII. Construction of means of transport,47,Operatives under 17 years,"non-Palestinian, males",0
jews,XIII. Construction of means of transport,48,Operatives under 17 years,"non-Palestinian, females",0
jews,XIII. Construction of means of transport,49,Operatives 17 years and over,"persons, total",148
jews,XIII. Construction of means of transport,50,Operatives 17 years and over,"persons, males",146
jews,XIII. Construction of means of transport,51,Operatives 17 years and over,"persons, females",2
jews,XIII. Construction of means of transport,52,Operatives 17 years and over,"Palestinian Arabs, males",0
jews,XIII. Construction of means of transport,53,Operatives 17 years and over,"Palestinian Arabs, females",0
jews,XIII. Construction of means of transport,54,Operatives 17 years and over,"Palestinian Jews, males",64
jews,XIII. Construction of means of transport,55,Operatives 17 years and over,"Palestinian Jews, females",1
jews,XIII. Construction of means of transport,56,Operatives 17 years and over,"Palestinian others, males",0
jews,XIII. Construction of means of transport,57,Operatives 17 years and over,"Palestinian others, females",0
jews,XIII. Construction of means of transport,58,Operatives 17 years and over,"non-Palestinian, males",82
jews,XIII. Construction of means of transport,59,Operatives 17 years and over,"non-Palestinian, females",1
jews,XIV. Railway construction (railway workshop),2,total population engaged,persons,3
jews,XIV. Railway construction (railway workshop),3,total population engaged,males,3
jews,XIV. Railway construction (railway workshop),4,total population engaged,females,0
jews,XIV. Railway construction (railway workshop),5,Directional & supervising staff — managers,"persons, total",0
jews,XIV. Railway construction (railway workshop),6,Directional & supervising staff — managers,"persons, males",0
jews,XIV. Railway construction (railway workshop),7,Directional & supervising staff — managers,"persons, females",0
jews,XIV. Railway construction (railway workshop),8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
jews,XIV. Railway construction (railway workshop),9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
jews,XIV. Railway construction (railway workshop),10,Directional & supervising staff — managers,"Palestinian Jews, males",0
jews,XIV. Railway construction (railway workshop),11,Directional & supervising staff — managers,"Palestinian Jews, females",0
jews,XIV. Railway construction (railway workshop),12,Directional & supervising staff — managers,"Palestinian others, males",0
jews,XIV. Railway construction (railway workshop),13,Directional & supervising staff — managers,"Palestinian others, females",0
jews,XIV. Railway construction (railway workshop),14,Directional & supervising staff — managers,"non-Palestinian, males",0
jews,XIV. Railway construction (railway workshop),15,Directional & supervising staff — managers,"non-Palestinian, females",0
jews,XIV. Railway construction (railway workshop),16,Directional & supervising staff — supervising & technical,"persons, total",0
jews,XIV. Railway construction (railway workshop),17,Directional & supervising staff — supervising & technical,"persons, males",0
jews,XIV. Railway construction (railway workshop),18,Directional & supervising staff — supervising & technical,"persons, females",0
jews,XIV. Railway construction (railway workshop),19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",0
jews,XIV. Railway construction (railway workshop),20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
jews,XIV. Railway construction (railway workshop),21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",0
jews,XIV. Railway construction (railway workshop),22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",0
jews,XIV. Railway construction (railway workshop),23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
jews,XIV. Railway construction (railway workshop),24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
jews,XIV. Railway construction (railway workshop),25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",0
jews,XIV. Railway construction (railway workshop),26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
jews,XIV. Railway construction (railway workshop),27,Clerical staff — clerical,"persons, total",0
jews,XIV. Railway construction (railway workshop),28,Clerical staff — clerical,"persons, males",0
jews,XIV. Railway construction (railway workshop),29,Clerical staff — clerical,"persons, females",0
jews,XIV. Railway construction (railway workshop),30,Clerical staff — clerical,"Palestinian Arabs, males",0
jews,XIV. Railway construction (railway workshop),31,Clerical staff — clerical,"Palestinian Arabs, females",0
jews,XIV. Railway construction (railway workshop),32,Clerical staff — clerical,"Palestinian Jews, males",0
jews,XIV. Railway construction (railway workshop),33,Clerical staff — clerical,"Palestinian Jews, females",0
jews,XIV. Railway construction (railway workshop),34,Clerical staff — clerical,"Palestinian others, males",0
jews,XIV. Railway construction (railway workshop),35,Clerical staff — clerical,"Palestinian others, females",0
jews,XIV. Railway construction (railway workshop),36,Clerical staff — clerical,"non-Palestinian, males",0
jews,XIV. Railway construction (railway workshop),37,Clerical staff — clerical,"non-Palestinian, females",0
jews,XIV. Railway construction (railway workshop),38,Operatives under 17 years,"persons, total",0
jews,XIV. Railway construction (railway workshop),39,Operatives under 17 years,"persons, males",0
jews,XIV. Railway construction (railway workshop),40,Operatives under 17 years,"persons, females",0
jews,XIV. Railway construction (railway workshop),41,Operatives under 17 years,"Palestinian Arabs, males",0
jews,XIV. Railway construction (railway workshop),42,Operatives under 17 years,"Palestinian Arabs, females",0
jews,XIV. Railway construction (railway workshop),43,Operatives under 17 years,"Palestinian Jews, males",0
jews,XIV. Railway construction (railway workshop),44,Operatives under 17 years,"Palestinian Jews, females",0
jews,XIV. Railway construction (railway workshop),45,Operatives under 17 years,"Palestinian others, males",0
jews,XIV. Railway construction (railway workshop),46,Operatives under 17 years,"Palestinian others, females",0
jews,XIV. Railway construction (railway workshop),47,Operatives under 17 years,"non-Palestinian, males",0
jews,XIV. Railway construction (railway workshop),48,Operatives under 17 years,"non-Palestinian, females",0
jews,XIV. Railway construction (railway workshop),49,Operatives 17 years and over,"persons, total",3
jews,XIV. Railway construction (railway workshop),50,Operatives 17 years and over,"persons, males",3
jews,XIV. Railway construction (railway workshop),51,Operatives 17 years and over,"persons, females",0
jews,XIV. Railway construction (railway workshop),52,Operatives 17 years and over,"Palestinian Arabs, males",0
jews,XIV. Railway construction (railway workshop),53,Operatives 17 years and over,"Palestinian Arabs, females",0
jews,XIV. Railway construction (railway workshop),54,Operatives 17 years and over,"Palestinian Jews, males",2
jews,XIV. Railway construction (railway workshop),55,Operatives 17 years and over,"Palestinian Jews, females",0
jews,XIV. Railway construction (railway workshop),56,Operatives 17 years and over,"Palestinian others, males",0
jews,XIV. Railway construction (railway workshop),57,Operatives 17 years and over,"Palestinian others, females",0
