date	pub	lang	page_id	kind	term	place	haifa	dateline	diseases	transfer	window
1945-01-06	falastin	ar	falastin19450106-01.1.3	quarantine_station	محجر الطور		page				…وصل الي دايره الصحه العامه نبا يفيد ان ٢٤٠ حاجا فلسطينيا و ۹۱۲ سوریا و ٦٢ لبنانيا و ۷۳ اردنيا قد غادروا محجر الطور يوم امس في طريقهم الي بلدانهم و كان قد قادره يوم اول الجاري عدد من الحجاج بينهم ۲۸ من فلسطين، وفوج اخر يوم ۲۹ . الماضي بينهم ۲۰۳ حجاج من فلسطين ايضا …
1945-02-11	falastin	ar	falastin19450211-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…امن العام في منطقه المدينه ومطارده المشبوهين واقتلاع جذور الاجرام والشرور و يتمنون لهم النجاح الدايم في هذا السبيل القويم اشتباه باصابه طاعون نقل الي مستشفي الامراض الساريه شخص يشتبه بانه مصاب بالطاعون وكان في للتاكد من حقيقه اصابته. وقد اتخذت سوق الخضار بيافا وهو الان تحت الفحص الطبي التدابير الصحيه في المكان الذي وجد ف…
1945-02-15	falastin	ar	falastin19450215-01.1.3	infectious_hospital	مستشفي الامراض الساريه		paragraph		plague		…الاماكن المقدسه والاثريه ثم تسافر الي مصر اصابه بالطاعون في يافا ظهرت اصابه جديده بمرض الطاعون وقد نقل المصاب وهو من سكان العجمي خلف مركز البوليس الي مستشفي الامراض الساريه في بني براك وثبتت اصابته وهو الان رهن المعالجه…
1945-02-16	falastin	ar	falastin19450216-01.1.3	infectious_hospital	مستشفي الامراض الساريه		other:Jerusalem	Jerusalem			…عار الذهب في يافا لا تزال اسعار الذهب تتوالي في الارتفاع وقد يبعت الليره امس : ٤٨٩ قرشا والسبيكه . ب ٣٥ جنيها و ٦٠٠ قرشا الاشتباه باصابه عامل نقل الي مستشفي الامراض الساريه في بني براك احد عمال محدده واكثر ) ستيلو عوض ) وهو السيد سليم عبد منه بعد ان اشتبه بانه مصاب باحد الامراض الساريه وقد عزلته دايره الصحه هناك لكي تتاك…
1945-03-09	falastin	ar	falastin19450309-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…يشتبه بانه مصاب بالطاعون في ملبس فاهتمت بالامر وقامت بنقله الي مستشفي الامراض الساريه لفحصه كما قامت بالاحتياطات اللازمه في مكان اصابته للحيلوله دون انتشار العدوي. وهي جاده في مكافحه الجرذان في كل مكان وصول مهاجرين من ...اليمن ! وصل ام…
1945-04-07	falastin	ar	falastin19450407-01.1.3	infectious_hospital	مستشفي الامراض الساريه		other:Cairo	Cairo	plague		…لازهر و الوزراء وممثلو البلدان العربيه ومفتي الديار المصريه اصابه جديده بالطاعون اصيب السيد محمد مصطفي اسعد من يافا وعمره ٢٨ سنه بالطاعون وقد نقل الي مستشفي الامراض الساريه في « بني براك ) و ثبتت اصابته بهذا المرض شفاه الله والمصاب سايق سياره كان يعمل في نقل الخضار بين يافا و خانيونس رسم الفيزا لسوريا ولبنان علمنا انه تق…
1945-04-19	falastin	ar	falastin19450419-01.1.4	quarantine_station	الحجر الصحي		paragraph		plague|smallpox		…ف والصناعات وقد تضمن التعديل نصا علي اخراج ايه حرفه معينه من جدول الحرف والصناعات التي ينطبق عليها القانون وجعلها من اختصاص البلديات بشان الطاعون كان الحجر الصحي - مضروبا في الاسبوع الماضي علي الوافدين من مصر و المغرب والعراق وبشان الكوليزا علي الوافدين من الهند جوا وبشان الجدري علي الوافدين من سوريا وتركيا وا…
1945-04-29	falastin	ar	falastin19450429-01.1.3	infectious_hospital	مستشفي الامراض الساريه	Jaffa	page		typhus		…لنوادي العربيه في فلسطين ويحتمل ان لا يختم المءتمر جلساته في يوم . واحد اصابه شخص بالتيفوس اصيب اسماعيل ابراهيم ظريفه في قريه عبسان بالتيفوس ونقل الي مستشفي الامراض الساريه في يافا…
1945-08-21	falastin	ar	falastin19450821-01.1.3	kerentina	الكرنتينا		page		typhus	y	…ادخل الي مستشفي الكرنتينا للامراض الساريه بيانا شخصين مصابين بمرض التيفوس وما صالحه عبد الله حسن من محله العجمي و عمرها ٣٥ سنه و محمد احمد الغضبان من شارع…
1945-09-02	falastin	ar	falastin19450902-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…اشتباه بالطاعون لم يتحقق ! كانت دايره الحصه بيافا قد اشتبهت بان ! السيد صبحي سامي جابي البلديه مصاب بمرض الطاعون ونقلته منذ بضعه ايام الي مستشفي الامراض الساريه للتحقيق عن اصابته وقد خرج امس من المستشفي المذكور بعد ان لم يتحقق اصابته…
1945-11-04	falastin	ar	falastin19451104-01.1.3	kerentina	الكرنتينا		page		plague	y	…اك تشاوروا في الاجراءات الصحيه التي يجب اتخاذها للحد من انتشار هذا المرض الوبيل والحيلوله دون وقوع اصابات جديده .. ووفاه مصاب بالطاعون توفي في مستشفي الكرنتينا امس الاول واعول شخص يدعي عوض فضل غنيم وهو عامل تنظيفات في بلديه بافا وعمره ٣٥ سنه وكان قد ظهرت عليه اعراض مرض معد هو فنقل الي المستشفي المذكور للمعال…
1945-11-09	falastin	ar	falastin19451109-01.1.3	infectious_hospital	مستشفي الامراض الساريه		other:Jerusalem	Jerusalem	plague	y	…يافا جلسه مساء امس الاول بحثت فيها عده شءون تتعلق باعمالها ومشاريعها للدرجه في ميزانيتها الحاليه واتخذت مقررات مناسبه. وفاه مصاب بالطاعون توفي امس في مستشفي الامراض الساريه في بني براك احد مصابي الطاعون واسمه حسن سعيد المصري من مجله ارشيد بيافا وهو يبلغ من العمر ٥٧ سنه وكان قد نقل للمستشفي المذكور للمعالجه رحمه الله ، ون…
1945-12-18	falastin	ar	falastin19451218-01.1.3	quarantine_station	محجر الطور		page				…عطف ابن السعود علي فلسطين الطور في ١٧ - و . ا . ع غادر محجر الطور الفوج الثاني عشر من الحجاج وعددهم ١٣٢٥ من غير المصريين. وكان بينهم فضيله الشيخ محمد نمر الخطيب رييس بعثه جمعيه الاعتصام العربيه في فلسطين ، فتحدث الي…
1945-12-27	falastin	ar	falastin19451227-01.1.4	quarantine_station	الحجر الصحي		page		cholera|plague|smallpox		…كان الحجر الصحي بشان الطاعون مفروضا في الاسبوع الماضي علي القادمين من مضر و مالطه وايطاليا والجزاير و بشان الكوليرا و بشان الجدري علي القادمين من الهند عدل قانون الش…
1946-01-19	falastin	ar	falastin19460119-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page		plague		…اصابه جديده بالطاعون نقلت الي مستشفي الامراض الساريه في بني براك للدعوه زها با بدانس احدي ساكنات شارع يافا تل ابيب لاصابتها بعرض الطاعون وهي تبلغ من العمر ٣٨ سنه ، وقد اتخذت دايره الصحه جميع الاجراءات ا…
1946-01-26	falastin	ar	falastin19460126-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page				…ي حنين وواحد في التسميه . ونظرا لان المصابين بهذه الحمي قد كثر عددهم كثيرا اذ تجاوز علي المايه امتلاء مستشفي الحكومه بهم فقد ادخال الاصابين الجدد الي مستشفي الامراض الساريه في بني براك المعالجه…
