n	id	date	publication	title	snippet	forms
678	hayomjlm19480903-01.1.4	3 September 1948	hayomjlm	Page 4	"<div class=""txtsearchsnippet"">... השירות הרפואי לשעבר, ביניהם קצין הרפואה הראשי, ומנהלים את <b class=""highlightcolor"">בית־החולים הממשלתי</b> ביפו המשמש בעיקר את שבויי המלחמה הערביים. המו״מ ...</div>"	maqaf
679	hayomjlm19481031-01.1.1	31 October 1948	hayomjlm	Page 1	"<div class=""txtsearchsnippet"">... בית לחם. בשלושה מקרים כיונו הערבים אש תותחים מכיוון <b class=""highlightcolor"">בית־החולים הממשלתי</b> לשעבר בבית צפאפת וכן ממר אלאיס. במשך השבוע ...</div>"	maqaf
680	hayomjlm19481121-01.1.1	21 November 1948	hayomjlm	Page 1	"<div class=""txtsearchsnippet"">של בית החולי□ הממשלתי המנגנון של <b class=""highlightcolor"">בית החולים הממשלתי</b> לשעבר, בירושלים, אשר כלל 22 עובדים, הוצא ...</div>"	spelled
681	hayomjlm19481122-01.1.1	22 November 1948	hayomjlm	Page 1	"<div class=""txtsearchsnippet"">... לא להעברת ציודו. הנימוק של השלטונות היהודים הוא כי <b class=""highlightcolor"">בית־החולים הממשלתי</b> חייב להשאר במצבו הקודם כדי למסור אותו, בבוא ...</div>"	maqaf
682	hayomjlm19481220-01.1.1	20 December 1948	hayomjlm	Page 1	"<div class=""txtsearchsnippet"">... נסיוב. כן נודע כי מדינת ישראל עורכת תכנית לפתיחת <b class=""highlightcolor"">בית חולים ממשלתי</b> מרכזי בירושלים, אולם עדיין אין מגלים את ...</div>"	indefinite
683	hazmantlv19430812-01.1.4	12 August 1943	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... בגב לוסיה מראד מחיפה, שנפצעה קשה והר עברה אל <b class=""highlightcolor"">ביה״ח הממשלתי</b> בחיפה. בו ביום פגעה מכונית צבאית באשה אחרת ...</div>"	abbreviated
684	hazmantlv19430817-01.1.4	17 August 1943	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... בליל ■׳ גויתו של ערבי שלא זוהה ושהועברת ל־ <b class=""highlightcolor"">ביה״ח הממשלתי.</b> לפי חצוניותו סבורי■ שזה היה פושט יד, אשר ...</div>"	abbreviated
685	hazmantlv19430830-01.1.4	30 August 1943	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... המים כל עוד ר־ח באפוהעבירוהו במצב של חוסר־הכרה ל־ <b class=""highlightcolor"">(ביה״ח הממשלתי</b> בחיפה.</div>"	abbreviated
686	hazmantlv19430903-01.1.3	3 September 1943	hazmantlv	Page 3	"<div class=""txtsearchsnippet"">... בצווארו. המתנקשים הצליחו להמלט. הפצוע הועבר במצב אנוש אל <b class=""highlightcolor"">ביה״ח הממשלתי</b> בחיפה ועדיין לא חזרה אליו הכרת־. הפריע למפקחים ...</div>"	abbreviated
687	hazmantlv19431028-01.1.6	28 October 1943	hazmantlv	Page 6	"<div class=""txtsearchsnippet"">... החולים למושבות מר רוקח הודיע בהמשך הישיבה, שיתכן כי <b class=""highlightcolor"">ביה״ח הממשלתי</b> למושבות יפתח בתל־אביב בדצמבר.</div>"	abbreviated
688	hazmantlv19431118-01.1.4	18 November 1943	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... ביד,""ס האנגלי לבנות, נפצע בנפלו על הכביש והועבר אל <b class=""highlightcolor"">בית החולים. הממשלתי</b> בחיפה. סימטאות חיפה נהירות לגנבים ערביה הגרה ...</div>"	spelled
689	hazmantlv19431208-01.1.4	8 December 1943	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... הספיקו להגיש לו עזרה ראשונה. גייתו הועברה לבדיקה אל <b class=""highlightcolor"">ביה״ח הממשלתי</b> בחיפה. היא נדת ע-י מכונית משמרה, ובו ברגע ...</div>"	abbreviated
690	hazmantlv19431229-01.1.4	29 December 1943	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... על פני אחד הנצים, אשר נפצע קשה ונאסף אל <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה. ..משכין דשלום"" נאסר ויועמד לדין. תאונה ...</div>"	spelled
691	hazmantlv19440116-01.1.4	16 January 1944	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... הדוקר נאסר וה־ ' גויה של הנרצח נאספת אל <b class=""highlightcolor"">ביה״ח הממשלתי</b> בחיפד"" רוצח נידון למוות אתמול ב־9 בבוקר נתן ...</div>"	abbreviated
692	hazmantlv19440119-01.1.4	19 January 1944	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... משא ברחוב המלכים בחיפה וידו נשברה הוא ה־עבר אל <b class=""highlightcolor"">ביה״ח הממשלתי</b> וה־ . נהג ארנסט שטרנברג נעצר ושוחרר בערבות.</div>"	abbreviated
693	hazmantlv19440124-01.1.4	24 January 1944	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... ובתיכם גם דוהג אחמד יוסף עבת. הפצועים ואספי אל <b class=""highlightcolor"">ביה״ח הממשלתי</b> ב-</div>"	abbreviated
694	hazmantlv19440125-01.1.4	25 January 1944	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">היום ייפתח <b class=""highlightcolor"">בית החולים הממשלתי</b> ״הירקון״ ע״י קבלת 40 חולים. כעבור זמן ...</div>"	spelled
695	hazmantlv19440131-01.1.4	31 January 1944	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... המלכים גוויתו של שלמה יעקב חלבי. הגוויה באספה אל <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה ולפי הסימנים סבורים, כי בדרם למות ...</div>"	spelled
696	hazmantlv19440214-01.1.4	14 February 1944	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... בידי מחמוד קרמאן. הוא נפצע קשה י ונאסף אל <b class=""highlightcolor"">בי־,""ח הממשלתי</b> בחיפה . ילד הפלא ס. ויסנכרג הפסנתרן הקטן ...</div>"	abbrev_short
697	hazmantlv19440324-01.1.8	24 March 1944	hazmantlv	Page 8	"<div class=""txtsearchsnippet"">... דיא יודעת על תעלוליו הנ״ל. בין העדים הופיע מנהל <b class=""highlightcolor"">ביה״ח הממשלתי</b> בירושלים הד״ר שטרנברג, אשר טפל בפצועה ה"" נ״ל ...</div>"	abbreviated
698	hazmantlv19440327-01.1.4	27 March 1944	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... את עצמו בדירתו שברחוב אבן־עזרא 6• גופתו הועברה ל־ <b class=""highlightcolor"">ביה״ח הממשלתי.</b> מקר■*. זה עורר בהלה נוספת לאחר ההתפוצצויות והרציחות ...</div>"	abbreviated
699	hazmantlv19440427-01.1.3	27 April 1944	hazmantlv	Page 3	"<div class=""txtsearchsnippet"">... 9 — שומן (תקליטים)! 8 תכנית ""כבקשתך"" מיוחדת לאחיות <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה: 8.25 שיחה על מאורעות היום! 8.30 ...</div>"	spelled
700	hazmantlv19440515-01.1.1	15 May 1944	hazmantlv	Page 1	"<div class=""txtsearchsnippet"">... מטות השנה לבית החולים העירוני, לפתוח לחולי ת״א את <b class=""highlightcolor"">בית החולים הממשלתי</b> ""ירקון"" שיוחזק על חשבון הממשלה, להקים בית ...</div>"	indefinite,spelled
701	hazmantlv19440525-01.1.3	25 May 1944	hazmantlv	Page 3	"<div class=""txtsearchsnippet"">כית החולים של חקהלח קיים בחיפה <b class=""highlightcolor"">בית חולים ממשלתי</b> גדול■ ורחב־ידים, אשר היישוב העברי אינו נזקק ...</div>"	indefinite
702	hazmantlv19440816-01.1.4	16 August 1944	hazmantlv	Page 4	"<div class=""txtsearchsnippet"">... פצעים רציניים. המשטרה שבאה למקום העבירה את הפצועים ל־ <b class=""highlightcolor"">בי״הח הממשלתי</b> ואסרה 30 מדנצים. השופט אחמד בק הוציא פקודת ...</div>"	abbreviated
703	hazmantlv19440914-01.1.2	14 September 1944	hazmantlv	Page 2	"<div class=""txtsearchsnippet"">... ע״י שוטרים שמצאוה בצד הרחוב עטופת סחבות והכניסוה ל־ <b class=""highlightcolor"">ביה״ח הממשלתי</b> ואילו האם נאסרה והועמדה אתמול לדין. היא טענה, ...</div>"	abbreviated
704	hazmantlv19440929-01.1.6	29 September 1944	hazmantlv	Page 6	"<div class=""txtsearchsnippet"">... בחיפה ב־6 לאוקטובר 43״1, בשלה שתעביר את הגויה אל <b class=""highlightcolor"">ביה״ח הממשלתי</b> בחיפה. נקנס כ־סססו לא״י עד החזקת י קמח ...</div>"	abbreviated
705	hbkr19351021-01.1.6	21 October 1935	hbkr	Page 6	"<div class=""txtsearchsnippet"">... איש ואשה משני הצדדים. נפצעו 8 מהנצים, שנאספו אל <b class=""highlightcolor"">ביה""ח הממשלתי</b> בהיפה. מצבם של שנים מן הפצועים קשה. שאר ...</div>"	abbreviated
706	hbkr19351105-01.1.2	5 November 1935	hbkr	Page 2	"<div class=""txtsearchsnippet"">... מחולי הרוה. העזרה בבית־להם אינה אלא נטפה מן הים. <b class=""highlightcolor"">בית־החולים הממשלתי</b> שם מכיל כ־‭75‬ מקומות, ויש שהוא סגור בפני ...</div>"	maqaf
707	hbkr19351105-01.1.5	5 November 1935	hbkr	Page 5	"<div class=""txtsearchsnippet"">... שימר הברת הנפט העיראקית בהיפה. הגופה נלקהה לבדיקה אל <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה.</div>"	maqaf
708	hbkr19351119-01.1.5	19 November 1935	hbkr	Page 5	"<div class=""txtsearchsnippet"">... חלה מישל מהוז הצפון ה' קיתרוטש, יצא שלשום אל <b class=""highlightcolor"">בית החולים הממשלתי</b> בירי־ שלים לשם רפוי עיגו המלה. . ...</div>"	spelled
709	hbkr19380127-01.1.1	27 January 1938	hbkr	Page 1	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">ביה''ח הממשלתי</b> מטפל בהם. לפיק־ ב שתו יביא היום לצפת ...</div>"	abbreviated
710	hbkr19380225-01.1.6	25 February 1938	hbkr	Page 6	"<div class=""txtsearchsnippet"">... האלה הם מוסדות חשובים מאד. אני מציין בשמהה כי <b class=""highlightcolor"">בית החולים הממשלתי</b> החדש יפתח בעוד זמן קצר ומק ת ...</div>"	spelled
711	hbkr19380227-01.1.6	27 February 1938	hbkr	Page 6	"<div class=""txtsearchsnippet"">... הגנב .. חג'נטלמן* אי-. -' שניידר עזב אתמיל את <b class=""highlightcolor"">בית החולים הממשלתי</b> כחי- :־, , והיכנס לבית הטוהר. ן ...</div>"	spelled
712	hbkr19380315-01.1.3	15 March 1938	hbkr	Page 3	"<div class=""txtsearchsnippet"">... - קרית אליהו — (‭5500‬ לא־י) והכביש שיסלל אל <b class=""highlightcolor"">בית החולים הממשלתי</b> החדש בקרבת כת גלים לאורך התוף — ...</div>"	spelled
713	hbkr19380419-01.1.4	19 April 1938	hbkr	Page 4	"<div class=""txtsearchsnippet"">... אתת את אחד הפציעים — פצוע קשה, והובילתהו אל <b class=""highlightcolor"">בית־החולים הממשלתי</b> אשר ביפו. מעכו קשר- כמה סהמתקישטיפ !אפרו.</div>"	maqaf
714	hbkr19380425-01.1.5	25 April 1938	hbkr	Page 5	"<div class=""txtsearchsnippet"">... צבירית גדולה בייתר. חילים מסוג זת אינש מתקבלים־ ב <b class=""highlightcolor"">בית החולים הממשלתי</b> גם לא בבית ה־ ה־לים העיריני. ,. ...</div>"	spelled
715	hbkr19380511-01.1.6	11 May 1938	hbkr	Page 6	"<div class=""txtsearchsnippet"">... . פר-דנשל"". לבסיף הה־ לט לסלול את הכביש אל <b class=""highlightcolor"">ביה""ח הממשלתי</b> החדש הסמיך לבת־גאס בסכום של 800 לאיי שעבודה ...</div>"	abbreviated
716	hbkr19380816-01.1.6	16 August 1938	hbkr	Page 6	"<div class=""txtsearchsnippet"">... נתגלתה אתמול ליד גדר המגרש שבו מקימים את בניני <b class=""highlightcolor"">ביה""ח הממשלתי</b> החזש לאחורי מקור חיים בירושלים — מקום שעובדים ...</div>"	abbreviated
717	hbkr19381018-01.1.1	18 October 1938	hbkr	Page 1	"<div class=""txtsearchsnippet"">לבנין <b class=""highlightcolor"">בית החולים הממשלתי</b> בירושלים (הקבלנים מיטשל ורולן). א־ש משכיל. שלט ...</div>"	spelled
718	hbkr19381018-01.1.6	18 October 1938	hbkr	Page 6	"<div class=""txtsearchsnippet"">... השוט־ ריס חשיבו אש. בשעח יותר מאוחרת הובאה אל <b class=""highlightcolor"">בית החולים הממשלתי</b> גוית הרוג וכן ד\בא שמה ערבי פצוע. ...</div>"	spelled
719	hbkr19381104-01.1.8	4 November 1938	hbkr	Page 8	"<div class=""txtsearchsnippet"">... לפקופ אספה את הערבי הפתביסס בדפי יפתשתל פפנאוביו אל <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה ורסיסי הפצצה הובאו למשסיד. .</div>"	maqaf
720	hbkr19381118-01.1.4	18 November 1938	hbkr	Page 4	"<div class=""txtsearchsnippet""><b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה ן י</div>"	spelled
721	hbkr19381223-01.1.7	23 December 1938	hbkr	Page 7	"<div class=""txtsearchsnippet"">! טכס הנוכת <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה ו</div>"	spelled
722	hbkr19381227-01.1.1	27 December 1938	hbkr	Page 1	"<div class=""txtsearchsnippet"">... עירית חיפה ביזם ה' ‭22‬ ח""ז בפתיחה החגיגית של <b class=""highlightcolor"">ביה""ח הממשלתי</b> לא תורגמו לעברית. . העובדה יעיל — נאמר ...</div>"	abbreviated
